0.000008,7
0.000018,19
0.000020,32
0.000040,57
0.000060,80
0.000085,104
0.000122,129
0.000179,177
0.000255,225
0.000339,272
0.000494,320
0.000645,369
0.000892,417
0.000913,465
0.001188,513
0.001299,609
0.001645,705
0.002118,801
0.002582,897
0.002787,993
0.003547,1088
0.004010,1184
0.005129,1281
0.004985,1377
0.005756,1473
0.006651,1569
0.007446,1665
0.008689,1761
0.008752,1857
0.010255,1953
0.015686,2049
0.018239,2241
0.018742,2433
0.019280,2625
0.018597,2817
0.021887,3009
0.025468,3201
0.030286,3393
0.033673,3585
0.032057,3777
0.035591,3969
0.039691,4160
0.041240,4352
0.051275,4545
0.046991,4737
0.053474,4929
0.057309,5121
0.062018,5313
0.077778,5505
0.076997,5697
0.082473,5889
0.090568,6081
0.083291,6273
0.087690,6465
0.094779,6657
0.119127,6849
0.128282,7041
0.111852,7233
0.118237,7425
0.126164,7617
0.132902,7809
0.146931,8001
0.152460,8193
0.156110,8577
0.173678,8961
0.201273,9345
0.201333,9729
0.214063,10113
0.225799,10497
0.238387,10881
0.280623,11265
0.266109,11649
0.324723,12033
0.332101,12417
0.314443,12801
0.330608,13185
0.382586,13569
0.367074,13953
0.448061,14337
0.417311,14721
0.421941,15105
0.443943,15489
0.483534,15873
0.479509,16257
0.538461,16640
0.523913,17024
0.668564,17409
0.562284,17793
0.689037,18177
0.647331,18561
0.727344,18945
0.759556,19329
0.757309,19713
0.713858,20097
0.807086,20481
0.841713,20865
0.872529,21249
0.894931,21633
0.928596,22017
0.958748,22401
1.090485,22785
1.023548,23169
1.139490,23553
1.026407,23937
1.192930,24321
1.196041,24705
1.235139,25089
1.292789,25473
1.351097,25857
1.372254,26241
1.505690,26625
1.444327,27009
1.579456,27393
1.399171,27777
1.570418,28161
1.658498,28545
1.651925,28929
1.700046,29313
1.734032,29697
1.766610,30081
1.912234,30465
1.865971,30849
1.997683,31233
1.895978,31617
2.089093,32001
2.136942,32385
2.149687,32769
2.297309,33537
2.474108,34305
2.554827,35073
2.599235,35841
2.706074,36609
2.817209,37377
3.066497,38145
3.227042,38913
3.316394,39681
3.391730,40449
3.538322,41217
3.647925,41985
3.802324,42753
3.945974,43521
4.001677,44289
4.161498,45057
4.240647,45825
4.365367,46593
4.475728,47361
4.628015,48129
4.659832,48897
4.682407,49665
5.033734,50433
5.147766,51201
5.267079,51969
5.425386,52737
5.277643,53505
5.687214,54273
5.906858,55041
5.804979,55809
5.771727,56577
5.587254,57345
5.899249,58113
6.460112,58881
6.820259,59649
6.979276,60417
6.655097,61185
7.049176,61953
7.178673,62721
7.463880,63489
7.791948,64257
7.631458,65025
8.038931,65792
8.106540,66560
8.288378,67329
8.609691,68097
7.988261,68865
9.139001,69633
8.524324,70401
8.751737,71169
8.935287,71937
9.316436,72705
9.480908,73473
8.895843,74241
9.552410,75009
9.429952,75777
10.316657,76545
10.516746,77313
10.765259,78081
10.871843,78849
11.130819,79617
11.567892,80385
11.598490,81153
12.057177,81921
11.917917,82689
12.556169,83457
12.836137,84225
13.266966,84993
13.441426,85761
13.164690,86529
13.531119,87297
13.835286,88065
13.786886,88833
13.627976,89601
14.024935,90369
15.077151,91137
15.574703,91905
15.244124,92673
15.936754,93441
16.449012,94209
16.883497,94977
17.876940,95745
16.632373,96513
17.134496,97281
17.142001,98049
18.545160,98817
18.654400,99585
19.297795,100353
19.472029,101121
19.946462,101889
19.531825,102657
20.681772,103425
20.361342,104193
21.068061,104961
20.916137,105729
21.821170,106497
22.144864,107265
22.959914,108033
22.308797,108801
23.141716,109569
23.545324,110337
24.194062,111105
22.541457,111873
24.948552,112641
24.717056,113409
25.580105,114177
24.539566,114945
26.631396,115713
26.367269,116481
27.223150,117249
27.286931,118017
28.019676,118785
28.151548,119553
28.972414,120321
31.191757,121089
29.627073,121857
29.829877,122625
30.482209,123393
31.503587,124161
30.802971,124929
31.189003,125697
32.818828,126465
31.934299,127233
33.225139,128001
32.675470,128769
34.247892,129537
34.039053,130305
35.167318,131073
35.346404,132609
36.639069,134145
38.115000,135681
38.507984,137217
40.595081,138753
40.279017,140289
42.184129,141825
43.386902,143361
44.654868,144897
45.389370,146433
45.825903,147969
47.717554,149505
48.963492,151041
49.623860,152577
50.397961,154113
50.487174,155649
52.619460,157185
52.901998,158721
53.377667,160257
54.520383,161793
55.226865,163329
55.956061,164865
57.428280,166401
57.641309,167937
59.251506,169473
59.928611,171009
60.955948,172545
62.110752,174081
62.974278,175617
64.156685,177153
63.669317,178689
65.400406,180225
67.853092,181761
69.000295,183297
68.865286,184833
69.280296,186369
70.501101,187905
72.918608,189441
72.306361,190977
74.052683,192513
74.431109,194049
75.685475,195585
76.712225,197121
77.191053,198657

146.165213,198657
